ID,Title,Description,Link,Summarize,Summarized Caption,Group/Channel,Mode,Date,Hour (24),Minute (60),Execute,Status,Scheduled At,Sent At,Category,Relevancy,,
526,RPI Zero/2W Enclosure Heatsink Stress Test with Stressberry,This guide is provided for information and as it is. Cytron Technologies will not be responsible for any damage or data lost during the installation process. Do backup your microSD card if you have an..,https://my.cytron.io/tutorial/rpi-zero-2w-dedicated-enclosure-heatsink-stress-test-with-stressberry,Off,,,,-,-,-,Off,,-,-,,,,
527,Color (RGB) detector using CircuitPython on Raspberry Pi Pico,This tutorial I would like to share how to interface the color sensor (TCS3200) using CircuitPython on Raspberry Pi Pico.....,https://my.cytron.io/tutorial/color-rgb-detector-using-circuitpython-on-raspberry-pi-pico,Off,,,,-,-,-,Off,,-,-,Raspberry Pi,,,
528,Interfacing Maker Nano RP2040 with Grove LED Bar and Grove Slide Potentiometer,Video Hardware PreparationThe hardware setup for this tutorial is as shown below Maker Nano RP2040: Simplifying Projects with Raspberry Pi R....,https://my.cytron.io/tutorial/interfacing-maker-nano-rp2040-with-grove-led-bar-and-grove-slide-potentiometer,Off,,,,-,-,-,Off,,-,-,Raspberry Pi,,,
529,WiFi Neopixel RGB LED using CircuitPython,"I plan to add a light source to my video or live and this light can change colors. I have a NeoPixel 8x32 LED Panel, flexible type. For microcontrollers, I haven't decided yet, but it definitely suppo..",https://my.cytron.io/tutorial/wifi-neopixel-rgb-led-using-circuitpython,Off,,,,-,-,-,Off,,-,-,,,,
530,Differences Between Newer and Earlier Versions of Ultrasonic Sensor HC-SR04P,The HC-SR04P ultrasonic sensor also known as proximity/distance sensor uses sonar to determine the distance to an object like bats or dolphins do. It offers excellent non-contact range detection with ..,https://my.cytron.io/tutorial/differences-between-newer-and-earlier-versions-of-ultrasonic-sensor-hc-sr04p,Off,,,,-,-,-,Off,,-,-,,,,
531,Which camera lens to choose for your Raspberry HQ Camera?,The High-Quality Camera or HQ Camera is capable of capturing higher resolution images than the standard Camera Module. One of the main differences between these two is that the HQ Camera has an interc..,https://my.cytron.io/tutorial/which-camera-lens-to-choose-for-your-raspberry-hq-camera,Off,,,,-,-,-,Off,,-,-,,,,
532,Measure The LPG Gas Using Maker Nano RP2040 And Gas Sensor MQ-9B,Video Hardware PreparationThe hardware setup for this tutorial is as shown below Maker Nano RP2040: Simplifying Projects with Raspberry Pi RP2040 ....,https://my.cytron.io/tutorial/interfacing-maker-nano-rp2040-with-grove-gas-sensor-mq9b,Off,,,,-,-,-,Off,,-,-,Raspberry Pi,,,
533,Getting Started With Sparkfun RedBoard Qwiic,"On top of that, there are few additions that make the Sparkfun Redboard Qwiic unique. With the improved AP112 voltage regulator, this RedBoard gains a more robust 3.3V regulator that provides it more ..",https://my.cytron.io/tutorial/getting-started-with-sparkfun-redboard-qwiic,Off,,,,-,-,-,Off,,-,-,,,,
534,Send and Receive SMS Using TTGO ESP32 SIM800L,Good alternative board for GSM projects!..,https://my.cytron.io/tutorial/send-and-receive-sms-using-ttgo-esp32-sim800l,Off,,ESP - Tips & Resources,,-,-,-,Off,,-,-,,,,
535,RBT Auto Plant Watering Kit Project - Not Enough Water!,"Nooooo, my plant is dying because I didn't refill the cup of water eventhough I turned on the auto plant watering system for days! What should I do?....",https://my.cytron.io/tutorial/rbt-auto-plant-watering-kit-project-not-enough-water,Off,,,,-,-,-,Off,,-,-,,,,
536,Interfacing Maker Nano RP2040 With DHT22 And Sparkfun SERLCD,Video Hardware PreparationFor this tutorial we will need the following components Maker Nano RP2040: Simplifying Projects with Raspberry Pi RP2040....,https://my.cytron.io/tutorial/interfacing-makernanorp2040-with-dht22-and-sparkfun-serlcd,Off,,,,-,-,-,Off,,-,-,Raspberry Pi,,,
537,Bluetooth HC-05 master-slave configuration using CircuitPython,"To allow 2x Bluetooth modules to communicate with each other, we need to set the module to master and slave modes. In this tutorial I will show how to do the setup using CircuitPython.....",https://my.cytron.io/tutorial/bluetooth-hc-05-master-slave-configuration-using-circuitpython,Off,,,,-,-,-,Off,,-,-,,,,
538,Metal and Wet Waste Separator Using Maker Uno,Waste separation is a good start to living a green life. Metal and wet waste are essential to be separated because sometimes the metal waste is dangerous if..,https://my.cytron.io/tutorial/metal-wet-waste-separator-using-maker-uno,On,"Tutorial | Metal & Wet Waste Separator Using Maker Uno

Want to make a real difference in protecting our planet? 🌎🌱 Waste separation is key to a greener lifestyle!  This tutorial shows you how to build a super handy Metal and Wet Waste Separator using the Maker Uno.  Learn how to easily separate metal waste (which can be dangerous if not handled properly!) from wet waste – a crucial step in responsible waste management.  Let's build a better future, one separated waste bin at a time!  ♻️

🔗 Tutorial: https://my.cytron.io/tutorial/metal-wet-waste-separator-using-maker-uno&tracking=content&utm_campaign=telegram-posts

#MakerUno #WasteSeparation #Recycling #DIY #Electronics
",Arduino MY,Scheduled,06/16/2026,12,00,On,,2025-12-22 13:58:36,,Arduino,Relevant,,
539,Gesture Control With Maker Nano RP2040 And APDS9960,Video Hardware PreparationFor this tutorial we will need the following components DCIM\101MEDIA\DJI_0277.JPGMaker Nano RP2040: Simplifying Pro....,https://my.cytron.io/tutorial/gesture-control-with-makernanorp2040-and-apds9960,On,"Tutorial | Gesture Control With Maker Nano RP2040 And APDS9960 👋🤖

Wave goodbye to ordinary controls! 👋 Learn how to build your own gesture-controlled system using the Maker Nano RP2040 and APDS9960 sensor! This tutorial simplifies the process of setting up the hardware and programming the system to respond to your hand movements. Perfect for adding a futuristic touch to your projects! ✨

🔗 Tutorial: https://my.cytron.io/tutorial/gesture-control-with-makernanorp2040-and-apds9960&tracking=content&utm_campaign=telegram-posts

#MakerNano #RP2040 #APDS9960 #GestureControl #DIYElectronics
",Raspberry Pi Education Malaysia,Scheduled,09/05/2026,13,00,On,,2025-12-29 5:21:37,-,Raspberry Pi,,,
540,Interfacing Raspberry Pi Pico With 0.96,Video Hardware PreparationFor this tutorial we will need the following components DCIM\101MEDIA\DJI_0277.JPGRaspberry Pi Pico Microcontroller ....,https://my.cytron.io/tutorial/pipico-interface-with-0-96display-and-dht22-using-arduinoide,Off,,,,-,-,-,Off,,-,-,Raspberry Pi,,,
541,Measure The Ambient Temperature With Raspberry Pi Pico And Grove Temperature Sensor Using Arduino IDE,VideoHardware PreparationFor this tutorial we will need the following componentsDCIM\101MEDIA\DJI_0277.JPGRaspberry Pi Pico Microcontroll....,https://my.cytron.io/tutorial/measure-ambient-temperature-with-raspberrypipico-and-grove-temperature-sensor-arduinoide,Off,,,,-,-,-,Off,,-,-,Raspberry Pi,,,
542,Getting Started Raspberry Pi Compute Module 4 Lite And Mini Base (A) Board (CM4-IO-BASE-A),"The Raspberry Pi Compute Module 4 (CM4) is a System on Module containing processor, memory, eMMC Flash and supporting power circuitry. This module represent a huge change for the Compute Module line. ..",https://my.cytron.io/tutorial/getting-started-with-rpi-cm4-and-mini-base-boarda-2,Off,,,,-,-,-,Off,,-,-,Raspberry Pi,,,
543,Measure Soil Moisture Sensor Using Raspberry Pi Pico And Maker Soil Moisture Sensor,In this tutorial we shall see how to measure the soil moisture using Raspberry Pi Pico and Maker Soil Moisture sensor. To build this project is very straight forward as it does not require complicated..,https://my.cytron.io/tutorial/measure-soil-moisture-using-raspberry-pipico-and-soil-moisture-sensor,Off,,,,-,-,-,Off,,-,-,Raspberry Pi,,,
544,Build an IoT Project Using LoRaWAN Network with Cytron LoRa-RFM Shield and Helium Console,Hardware:....,https://my.cytron.io/tutorial/build-an-iot-project-using-lorawan-network-with-cytron-lora-rfm-shield-and-helium-console,Off,,,,-,-,-,Off,,-,-,,,,
545,Detect RGB Color With Raspberry Pi Pico,In this tutorial we shall see how to detect the RGB color using Raspberry Pi Pico and APDS 9960 sensor. The result is then displayed on the Sparkfun RGB lcd. Basically the sensor is capable of detecti..,https://my.cytron.io/tutorial/detect-rgb-color-with-raspberry-pipico,Off,,,,-,-,-,Off,,-,-,Raspberry Pi,,,
546,Measure Temperature Using PCT2075 Sensor And Maker Pi Pico,In this simple tutorial it is demonstrated how to interface the PCT2075 temperature sensor with Maker Pi Pico and display the value on the Sparkfun RGB LCD. The PCT2075 temperature sensor by NXP is a ..,https://my.cytron.io/tutorial/measure-temperature-using-pct2075-and-makerpipico,Off,,,,-,-,-,Off,,-,-,,,,
547,5 Ways to Prevent Stringing in 3D Printing,Stringing occurs when small strings of plastic are left behind on a 3D printed model. This is typically due to plastic oozing out of the nozzle while the extruder is moving to a new location. To overc..,https://my.cytron.io/tutorial/5-ways-to-prevent-stringing-in-3d-printing,On,"Tutorial | 5 Ways to Prevent Stringing in 3D Printing 🤯

Tired of those annoying stringy bits ruining your 3D prints? 😩  Get rid of them for good with these 5 simple tips! 💡  From adjusting your settings to using the right filament, this tutorial will help you achieve smooth, clean prints every time! 🤩

📄 Tutorial: https://my.cytron.io/tutorial/5-ways-to-prevent-stringing-in-3d-printing

#3Dprinting #stringing #filament #tips #tutorial 
",Trust Me You Can 3D Print!,Scheduled,01/18/2026,14,00,Off,Sent,2025-12-29 5:44:06,2026-01-18 14:01:01,3D Printing,Relevant,,
548,How to Make a DIY Concrete Vase with a 3D Printed Mould,"Ready to get started making concrete planters? You’ve come to the right place. I've been wanting to update the planter I had in my home office, it's very boring, basic and white so I d....",https://my.cytron.io/tutorial/how-to-make-a-diy-concrete-vase-with-a-3d-printed-mould,On,"Tutorial | DIY Concrete Vase with a 3D Printed Mold! ✨

Ready to ditch those boring, basic planters? 👋 I was SO ready for a change in my home office!  My old white planter was, well... *blah*.  This tutorial shows you how to create a stunning, unique concrete vase using a 3D printed mold.  It's easier than you think and the results are absolutely breathtaking! 😍  Get ready to unleash your inner artist and personalize your space with this gorgeous DIY project. 🪴


🔗 Tutorial: https://my.cytron.io/tutorial/how-to-make-a-diy-concrete-vase-with-a-3d-printed-mould&tracking=content&utm_campaign=telegram-posts

#DIY #ConcreteVase #3DPrinting #HomeDecor #Planters
",Trust Me You Can 3D Print!,Scheduled,01/25/2026,14,00,Off,Sent,2025-12-29 5:44:13,2026-01-25 14:01:06,3D Printing,Relevant,,
549,5 Ways to Fix PLA Not Sticking to Bed,"PLA is one of the most common materials for 3D printing, however, sometimes people face a problem with the first layer not sticking to the build plate, and this can create problems with printing becau..",https://my.cytron.io/tutorial/5-ways-to-fix-pla-not-sticking-to-bed,Off,,,,-,-,-,Off,,-,-,3D Printing,,,
550,Send Water Drink Reminder through Telegram Using micro:bit,"Drinking enough amount of water every day is so important for many reasons; it can help regulate body temperature, keep joints lubricated, prevent diseases, deliver nutrients to cells, and keep organs..",https://my.cytron.io/tutorial/send-water-drink-reminder-through-telegram-using-microbit,On,"Tutorial | Send Water Drink Reminders with Your micro:bit! 💧

Staying hydrated is KEY for a healthy body!  But forgetting to drink enough water is easy.  This tutorial shows you how to build a simple system using a micro:bit to send friendly reminders straight to your Telegram, ensuring you stay properly hydrated throughout the day!  Learn how to connect hardware and software for a practical and fun project. 🚰💪

🔗 Tutorial: https://my.cytron.io/tutorial/send-water-drink-reminder-through-telegram-using-microbit&tracking=content&utm_campaign=telegram-posts

#microbit #IoT #Telegram #hydration #DIY
",microbit MY,Scheduled,05/27/2026,12,00,On,,2025-12-23 10:53:27,,microbit,Relevant,,
551,Migrating TTN (The Things Stack) V2 to V3 for RAK Concentrator,Disclaimer:....,https://my.cytron.io/tutorial/migrating-ttn-the-things-stack-v2-to-v3-for-rak-concentrator,Off,,,,-,-,-,Off,,-,-,,,,
552,5 Simple Solutions for Under-Extrusion,"Under-extrusion happens when the printer is unable to provide the right amount of material. This can result in missing layers, very thin layers, gaps, or layers with dots and holes in them. The direct..",https://my.cytron.io/tutorial/5-simple-solutions-for-under-extrusion,Off,,,,-,-,-,Off,,-,-,,,,
553,How to Make a Light-Following Sunflower Using micro:bit,Sunflowers face the rising sun because the morning warmth attracts more bees and also helps the plants reproduce more efficiently. Let's make a sunflower that reacts to the light level in the surround..,https://my.cytron.io/tutorial/how-to-make-a-light-following-sunflower-using-microbit,On,"Tutorial | How to Make a Light-Following Sunflower Using micro:bit 🌻🤖

Ever wondered how sunflowers track the sun? ☀️  It's all about maximizing sunlight for growth and attracting pollinators!  Learn how to build your own light-following sunflower using the amazing micro:bit! This fun and educational project teaches you about light sensors, motors, and programming – all while creating a super cool robotic flower. 🌼  Perfect for STEM enthusiasts and anyone who loves a good challenge! Let's get growing! 🌱


🔗 Tutorial: https://my.cytron.io/tutorial/how-to-make-a-light-following-sunflower-using-microbit&tracking=content&utm_campaign=telegram-posts

#microbit #STEM #Robotics #programming #DIY
",microbit MY,Scheduled,06/03/2026,12,00,On,,2025-12-23 10:54:51,,microbit,Relevant,,
554,RBT Automatic Plant Watering Project - Automatic Pet Feeder,Do you know that by using the same component from the Auto Plant Watering Project Kit can be turned into an automatic pet feeder?....,https://my.cytron.io/tutorial/rbt-automatic-plant-watering-project-automatic-pet-feeder,Off,,,,-,-,-,Off,,-,-,,,,
555,The Most Common Filament Types and Their Uses,"In 3D printing, there are a large variety of printing materials to choose from. Each material/filament has its own unique properties and uses. In this article, we are going to walk you through the mos..",https://my.cytron.io/tutorial/the-most-common-filament-types-and-their-uses,Off,,,,-,-,-,Off,,-,-,3D Printing,,,
556,How to Set a Password for a Door Lock Using Microbit,"With only two buttons in microbit, can we make passwords to build security projects? YES, we can!
Let's learn how to set a password for a door lock using microbit. ?....",https://my.cytron.io/tutorial/how-to-set-a-password-for-a-door-lock-using-microbit,Off,,,,-,-,-,Off,,-,-,,,,
557,5 Best Modeling Software for 3D Printing,"To start with 3D printing you don't need to have the skill of designing and creating 3D models, you can surf the internet and look for thousands of free models to download and print. However, dependin..",https://my.cytron.io/tutorial/5-best-modeling-software-for-3d-printing,On,"Tutorial | 5 Best Modeling Software for 3D Printing 

Want to start 3D printing but don't know how to design models? 🤯  No problem! You can find tons of free models online, but sometimes you need to customize them or create your own. 💡 

This tutorial will guide you through the 5 best modeling software for 3D printing, whether you're a beginner or an experienced user! 🚀 

📄 Tutorial: https://my.cytron.io/tutorial/5-best-modeling-software-for-3d-printing 

#3dprinting #modeling #software #design #tutorial 
",Trust Me You Can 3D Print!,,-,-,-,Off,,,-,3D Printing,Relevant,,
558,Build Smart Alarm System Using IoT with micro:bit,"By following the diagram above:Connect the grove wifi module to P15 and P16
Connect IR sensor to P1CodeConnect your REKA:BIT to your device and open MakeCode editor to start pro..",https://my.cytron.io/tutorial/build-smart-alarm-system-using-iot-with-microbit,On,"Tutorial | Build a Smart Alarm System with micro:bit & IoT! 🚨🏠

Want to build your own smart alarm system using the amazing micro:bit and IoT technology?  This tutorial shows you how!  Learn to connect a Grove WiFi module, IR sensor, and your micro:bit to create a customizable and responsive alarm.  Follow the easy-to-understand diagram and code examples – even beginners can do it!  Get started building a safer and smarter home today.  💡💻

🔗 Tutorial: https://my.cytron.io/tutorial/build-smart-alarm-system-using-iot-with-microbit&tracking=content&utm_campaign=telegram-posts

#microbit #IoT #smarthome #alarm #programming
",microbit MY,Scheduled,06/10/2026,12,00,On,,2025-12-23 10:54:56,,"IoT, microbit",Relevant,,
559,What Is 3D Printing and How Does It Work?,"People who hear about 3D printing for the first time think it is complex and not straightforward. That is not true, in fact, 3D printing is quite easy to understand and utilize.....",https://my.cytron.io/tutorial/what-is-3d-printing-and-how-does-it-work,Off,,,,-,-,-,Off,,-,-,3D Printing,Relevant,,
560,Security System Using Raspberry pi and ArduCam 16MP Autofocus,"In this tutorial, it is demonstrated how to use raspberry pi and ultrasonic sensor to build a security system....",https://my.cytron.io/tutorial/security-system-using-raspberry-pi-and-arducam-16mp-autofocus,Off,,,,-,-,-,Off,,-,-,Raspberry Pi,,,
561,Build Auto Barrier Gate with Microbit,"Automatic barriers are a common sight at the entrance of car parks and restricted areas. They control the flow of traffic, keep track of vehicles entering a property, and prevent unwarranted access to..",https://my.cytron.io/tutorial/build-auto-barrier-gate-with-microbit,On,"Tutorial | Build Auto Barrier Gate with Microbit

Ever wondered how those automatic barriers at car parks work? 🤔 We've got a fantastic tutorial that dives deep into building your own using Microbit! 🤖 Control traffic, track vehicles, and learn valuable coding skills all in one go. This project is perfect for hobbyists and students alike! 🚧

🔗 Tutorial: https://my.cytron.io/tutorial/build-auto-barrier-gate-with-microbit&tracking=content&utm_campaign=telegram-posts

#Microbit #Automation #DIYElectronics #CodingProject #STEMeducation
",microbit MY,Scheduled,10/21/2026,12,00,On,,2025-12-23 11:19:23,-,microbit,,,
562,What Is the Difference Between STL and G-code?,"Although 3D printing users always deal with STL files and G-code, they confuse between them. So what is the difference between STL and G-code?....",https://my.cytron.io/tutorial/what-is-the-difference-between-stl-and-g-code,Off,,,,-,-,-,Off,,-,-,3D Printing,,,
563,Smart Plant Monitor Using Microbit and Soil Moisture Sensor,"Water is necessary for the life and survival of all plants, it is essential for the transportation of nutrients and sugars from the soil to the plants. In order to keep your plants alive and well you ..",https://my.cytron.io/tutorial/smart-plant-monitor-using-microbit-and-soil-moisture-sensor,On,"Tutorial | Smart Plant Monitor Using Microbit and Soil Moisture Sensor

🌱💧 Is your green thumb turning brown? Fear not! Learn how to build a smart plant monitor using a Microbit and soil moisture sensor! Water is vital for healthy plants, ensuring nutrient transport. With this project, you can finally kiss those over/under watering woes goodbye! Keep your plants thriving with this awesome DIY solution. 🪴✨

🔗 Tutorial: https://my.cytron.io/tutorial/smart-plant-monitor-using-microbit-and-soil-moisture-sensor&tracking=content&utm_campaign=telegram-posts

#Microbit #PlantMonitor #DIYElectronics #SmartGarden #IoT
",microbit MY,Scheduled,10/28/2026,12,00,On,,2025-12-23 11:20:32,-,microbit,,,
564,5 Popular Website to Download STL Files,"3D printing as a technology has grown rapidly because of the internet and online communities. The internet now makes it easier than ever to start 3D printing, thanks to the online communities that sha..",https://my.cytron.io/tutorial/5-popular-website-to-download-stl-files,Off,,,,-,-,-,Off,,-,-,3D Printing,,,
565,Add Games to RetroPie Wirelessly,"Disclaimer: This tutorial assuming you have prior knowledge and experience on handling Raspberry Pi, SSH and Linux or Raspbian OS Command Line Interface.....",https://my.cytron.io/tutorial/add-games-to-retropie-wirelessly,Off,,,,-,-,-,Off,,-,-,Raspberry Pi,,,
566,Installing RetroPie on CM4 eMMC with RetroFlag GPi CASE 2,"Disclaimer: Raspberry Pi CM4 is NOT meant for beginner. This tutorial assumes you are familiar and have prior knowledge on Raspberry Pi boards, CM4 boards, how to use raspi-config, what is eMMC, what ..",https://my.cytron.io/tutorial/installing-retropie-on-cm4-emmc-with-retroflag-gpi-case-2-swift-performance-actionclear-all-cache_wpnoncef3e213e2f7,Off,,,,-,-,-,Off,,-,-,Raspberry Pi,,,
567,Build Fun Piano with Ultrasonic using Maker Nano RP2040,This tutorial shows how to make a piano using an ultrasonic sensor and Maker Nano RP2040. The project is super fun and very simple to make!....,https://my.cytron.io/tutorial/build-fun-piano-with-ultrasonic-using-maker-nano-rp2040,Off,,,,-,-,-,Off,,-,-,Raspberry Pi,,,
568,Push-up Counter Using Arduino UNO and Ultrasonic Sensor with LCD (16x2),"Push-ups are a very useful technique to build muscles and strengthen your upper body. However, it must be done in the right way or else it may cause injuries or pain in the back or shoulders. On the o..",https://my.cytron.io/tutorial/push-up-counter-using-arduino-uno-and-ultrasonic-sensor-with-lcd-16x2,Off,,,,-,-,-,Off,,-,-,,,,
569,micro:bit with external motor driver - MD13S,"If you use a micro:bit and want to control a bigger motor, you can use external motor driver with higher specification. In this tutorial, I'm using MD13S together with REKA:BIT.....",https://my.cytron.io/tutorial/microbit-with-external-motor-driver-md13s,On,"Tutorial | Micro:bit Meets Muscle! 💪 Control Bigger Motors with MD13S

Want to power up your micro:bit projects?  This tutorial shows you how to control larger motors using the MD13S external motor driver!  Learn how to seamlessly integrate the MD13S with your REKA:BIT for more powerful creations.  Get ready to build awesome projects with increased motor control! 🚀🤖

🔗 Tutorial: https://my.cytron.io/tutorial/microbit-with-external-motor-driver-md13s&tracking=content&utm_campaign=telegram-posts

#microbit #MD13S #motorcontrol #electronics #tutorial
",microbit MY,Scheduled,11/04/2026,12,00,On,,2025-12-23 11:21:39,,"Robotics, microbit",Relevant,,
570,DIY Wooden Robotic Dinosaur (with Remote Control),"INTRODUCTION
This is the tutorial to modify the DIY Wooden Robotic Dinosaur (with Batteries) to a remote control DIY Wooden Robotic Dinosaur using the small receiver and  the transmitter with anten....",https://my.cytron.io/tutorial/diy-wooden-robotic-dinosaur-with-remote-control,Off,,,,-,-,-,Off,,-,-,Robotics,,,
571,I2C Communication between micro:bit and Arduino,"PREREQUISITES: This tutorial assumes that you are familiar with Arduino Boards, Arduino IDE Software, Serial Monitor, micro:bit and how to download program into micro:bit.....",https://my.cytron.io/tutorial/i2c-communication-between-microbit-and-arduino,On,"Tutorial | I2C Communication between micro:bit and Arduino

Learn how to make your micro:bit and Arduino talk to each other using the powerful I2C protocol! 🚀 This tutorial will guide you through the process step-by-step, showing you how to establish seamless communication between these two popular microcontrollers.  💡  Perfect for intermediate-level makers and students.  But be warned, you'll need some prior experience! ⚠️

PREREQUISITES: This tutorial assumes familiarity with Arduino Boards, Arduino IDE Software, Serial Monitor, micro:bit, and how to download programs into the micro:bit.

🔗 Tutorial: https://my.cytron.io/tutorial/i2c-communication-between-microbit-and-arduino&tracking=content&utm_campaign=telegram-posts

#microbit #arduino #I2C #IoT #electronics
",microbit MY,Scheduled,06/17/2026,12,00,On,,2025-12-23 10:55:01,,"Arduino, microbit",Relevant,,
572,Quadruped Robot with SC08A Servo Controller,"To build this robot, there are quite a number components and 3d printed parts are required. Hence this will be separated into two two different parts. First we will look at the components, and next we..",https://my.cytron.io/tutorial/quadruped-robot-with-sc08a-servo-controller,Off,,,,-,-,-,Off,,-,-,3D Printing,,,
573,WIFI Robot Maneuver With MDDS10,MDDS10 is the SmartDriveDuo-10 whereby it has the specification of MDD10A which is capable to drive two brushed motors bidirectionally at 10Amps each and with the addition of smart f...,https://my.cytron.io/tutorial/wifi-robot-maneuver-with-mdds10,Off,,,,-,-,-,Off,,-,-,,,,
574,Common Linux Terminal Commands,"Some of us might familiar with Linux and Raspberry Pi OS but others don't. Even if you are familiar, there are a small chance that some of you still doesn't understand what is the meaning of the comma..",https://my.cytron.io/tutorial/common-linux-terminal-commands,Off,,,,-,-,-,Off,,-,-,Raspberry Pi,,,
575,5 Best Plug-ins for Cura,"Ultimaker Cura is a powerful slicing software for 3D printers. It's undoubtedly one of the most popular slicers providing ease of use and flexibility. In addition to that, Cura plug-ins add extra feat..",https://my.cytron.io/tutorial/5-best-plug-ins-for-cura,Off,,,,-,-,-,Off,,-,-,3D Printing,,,
576,IoT-Based Baby Monitoring System,"As parents, it is very frightening to leave your baby while doing something, isn't it? We often want to check on them but at the same time, we need to focus on our tasks. With this simple project, we ..",https://my.cytron.io/tutorial/iot-based-baby-monitoring-system,Off,,,,-,-,-,Off,,-,-,,,,
577,What Are Supports in 3D Printing?,"An FDM 3D printer works by depositing layer over layer of thermoplastics to create a 3D object. Thus, each new layer must be supported by the layer beneath it.....",https://my.cytron.io/tutorial/what-are-supports-in-3d-printing,On,"Tutorial | What Are Supports in 3D Printing? 🤔

Ever wondered how your 3D prints stay strong and don't just collapse? 🤔 It all comes down to supports! 🏗️  Learn how these hidden heroes help your creations take shape in our latest tutorial! 

📄 Tutorial: https://my.cytron.io/tutorial/what-are-supports-in-3d-printing 

#3DPrinting #FDM #Supports #3DPrintingTips #Cytron 
",Trust Me You Can 3D Print!,Scheduled,02/08/2026,14,00,Off,Sent,2025-12-29 5:45:23,2026-02-08 14:01:11,3D Printing,Relevant,,
578,IoT-Based Smart Bedroom Using NodeMCU-32S,"When we come back home after a long day, the bedroom is the best place to rest our minds, and sometimes it is a hassle to turn on all the switches of fans and lamps. Or maybe sometimes we want to open..",https://my.cytron.io/tutorial/iot-based-smart-bedroom-using-nodemcu-32s,Off,,,,-,-,-,Off,,-,-,,,,
579,A Simple Guide to Infill in 3D Printing,"3D printing infill refers to the internal structure of a 3D printed part. The purpose of infill is to optimize part weight, strength, and printing time. There are many infill patterns that exist. This..",https://my.cytron.io/tutorial/a-simple-guide-to-infill-in-3d-printing,On,"Tutorial | A Simple Guide to Infill in 3D Printing 

Want to master the inner workings of your 3D prints? 🤯  Dive into the world of infill! 🏗️ This tutorial breaks down everything you need to know about infill patterns, their impact on weight, strength, and print time, and how to choose the best one for your project. 💡  Get ready to optimize your prints like a pro! 💪 

📄 Tutorial: https://my.cytron.io/tutorial/a-simple-guide-to-infill-in-3d-printing

#3DPrinting #Infill #3DPrintTips #Maker #DIY 
",Trust Me You Can 3D Print!,Scheduled,02/01/2026,14,00,Off,Sent,2025-12-29 5:45:28,2026-02-01 14:00:59,3D Printing,Relevant,,
580,3D Printed Elevator Based on micro:bit,"Elevators are essential for everyone, it simplifies our lives by allowing us to go between floors more quickly with no effort. In this tutorial, we will learn how to build a 3D-printed elevator based ..",https://my.cytron.io/tutorial/3d-printed-elevator-based-on-microbit,On,"Tutorial | 3D-Printed Micro:bit Elevator: Go Up & Down with Ease!

Tired of stairs?  Want to learn something AMAZING?  This tutorial shows you how to build your very own 3D-printed elevator controlled by a micro:bit! ⬆️⬇️  Learn the simple steps to create this functional and impressive project – perfect for STEM enthusiasts and makers of all levels!  It's easier than you think! ⚙️💡


🔗 Tutorial: https://my.cytron.io/tutorial/3d-printed-elevator-based-on-microbit&tracking=content&utm_campaign=telegram-posts

#3Dprinting #Microbit #Elevator #STEM #DIY
",microbit MY,Scheduled,11/11/2026,12,00,On,,2025-12-23 11:22:58,,"3D Printing, microbit",Relevant,,
581,7 Awesome Things to 3D Print (October 2022 Edition),"One of the challenges of having a 3D printer is deciding what prints to make next. Thanks to the 3D model-sharing websites, there are an infinite number of awesome 3D print ideas worth trying.....",https://my.cytron.io/tutorial/7-awesome-things-to-3d-print-october-2022-edition,On,"Tutorial | 7 Awesome Things to 3D Print (October 2022 Edition) 🤯

One of the challenges of having a 3D printer is deciding what prints to make next. 🤔 Thanks to the 3D model-sharing websites, there are an infinite number of awesome 3D print ideas worth trying! 💡  This October, we've compiled a list of 7 cool projects that are sure to spark your creativity. 🔥 From practical tools to fun gadgets, there's something for everyone! 🚀 

📄 Tutorial: https://my.cytron.io/tutorial/7-awesome-things-to-3d-print-october-2022-edition 

#3DPrinting #3DPrintIdeas #DIY #October2022 #Maker 
",Trust Me You Can 3D Print!,Scheduled,11/02/2024,20,00,Off,Sent,2024-10-22 14:44:27,2024-11-02 20:00:55,3D Printing,Relevant,,
582,IoT-Based Pet Feeder Using NodeMCU-32S,"When you go to work don't forget about your lovely pet! They must be waiting for their food. Even if you are working in the office, you still can take care of your pet. But how is that even possible?...",https://my.cytron.io/tutorial/iot-based-pet-feeder-using-nodemcu-32s,Off,,,,-,-,-,Off,,-,-,,,,
583,The Differences Between Adhesion Types,"To ensure good adhesion of your print to the build plate, a slicer software provide you with three types of adhesion assistance which are skirt, brim, and raft...",https://my.cytron.io/tutorial/the-differences-between-adhesion-types,Off,,,,-,-,-,Off,,-,-,,,,
584,DIY Buzz Wire Game Using micro:bit,Buzz wire is a challenging and competitive game. The goal of the game is to move the hook carefully along the steel wire without touching it...,https://my.cytron.io/tutorial/diy-buzz-wire-game-using-microbit,On,"Tutorial | DIY Buzz Wire Game with micro:bit ⚡️

Challenge yourself with this fun and addictive DIY Buzz Wire Game!  🕹️  Learn how to build your own using a micro:bit – it's easier than you think!  This tutorial shows you step-by-step how to create a classic game with a modern twist.  Test your skills and challenge your friends – who can master the buzz wire without a single touch?! 🤔🏆

🔗 Tutorial: https://my.cytron.io/tutorial/diy-buzz-wire-game-using-microbit&tracking=content&utm_campaign=telegram-posts

#microbit #DIY #electronics #programming #STEM
",microbit MY,Scheduled,06/24/2026,12,00,On,,2025-12-23 10:55:06,,microbit,Relevant,,
